prompt_ix,base_sequence_ix,passage_ix,source,role,target_sha256,target_tokens_total,target_tokens,skipped_initial_content_tokens,target_start_token_ix,rendered_tokens,filler_tokens,decoded_target_tokens_match
586,195,195,dolma3,assistant,377a20efdac3c7cad0417d8bb73e5c5ae2a5c016d959e6f2e2d1a0ebee28fd0f,131,131,0,61,194,53,True
587,195,195,dolma3,tool,377a20efdac3c7cad0417d8bb73e5c5ae2a5c016d959e6f2e2d1a0ebee28fd0f,131,131,0,58,193,53,True
588,196,196,dolma3,user,1531cc612144f810be2f1a49fa4e85f013bf5b614d4bb4dbea9dbacbb6d9ca28,846,846,0,3,851,0,True
589,196,196,dolma3,assistant,1531cc612144f810be2f1a49fa4e85f013bf5b614d4bb4dbea9dbacbb6d9ca28,846,846,0,7,855,0,True
590,196,196,dolma3,tool,1531cc612144f810be2f1a49fa4e85f013bf5b614d4bb4dbea9dbacbb6d9ca28,846,846,0,5,855,0,True
591,197,197,dolma3,user,e205f7aaeb96b79a4870e0522bc5c77c3c489c8f2745b422465a6e2138891913,385,385,0,18,405,15,True
592,197,197,dolma3,assistant,e205f7aaeb96b79a4870e0522bc5c77c3c489c8f2745b422465a6e2138891913,385,385,0,23,410,15,True
593,197,197,dolma3,tool,e205f7aaeb96b79a4870e0522bc5c77c3c489c8f2745b422465a6e2138891913,385,385,0,20,409,15,True
594,198,198,dolma3,user,e5006f6b4f2276deae36c412b1745f62aa66b745fb672247e6cc4d212a09374a,1024,1024,0,106,1132,103,True
595,198,198,dolma3,assistant,e5006f6b4f2276deae36c412b1745f62aa66b745fb672247e6cc4d212a09374a,1024,1024,0,111,1137,103,True
596,198,198,dolma3,tool,e5006f6b4f2276deae36c412b1745f62aa66b745fb672247e6cc4d212a09374a,1024,1024,0,108,1136,103,True
597,199,199,dolma3,user,236e8101f20be8cad1b45ea8df9f25d0d71439b85049203ea523bd29df790359,645,645,0,3,650,0,False
598,199,199,dolma3,assistant,236e8101f20be8cad1b45ea8df9f25d0d71439b85049203ea523bd29df790359,645,645,0,7,654,0,False
599,199,199,dolma3,tool,236e8101f20be8cad1b45ea8df9f25d0d71439b85049203ea523bd29df790359,645,645,0,5,653,0,False
600,200,200,dolma3,user,0ef917b733398d42a6b206fa179fe3f9c7750309cb6ca453ce129b7f9e17c633,1024,1024,0,217,1243,214,False
601,200,200,dolma3,assistant,0ef917b733398d42a6b206fa179fe3f9c7750309cb6ca453ce129b7f9e17c633,1024,1024,0,222,1248,214,False
602,200,200,dolma3,tool,0ef917b733398d42a6b206fa179fe3f9c7750309cb6ca453ce129b7f9e17c633,1024,1024,0,219,1246,214,False
603,201,201,dolma3,user,44e833e9c5a9c663b90832a4f98d59f557e60d83bc528d7cdb57cd6054f5a7b1,237,237,0,5,244,2,False
604,201,201,dolma3,assistant,44e833e9c5a9c663b90832a4f98d59f557e60d83bc528d7cdb57cd6054f5a7b1,237,237,0,10,249,2,False
605,201,201,dolma3,tool,44e833e9c5a9c663b90832a4f98d59f557e60d83bc528d7cdb57cd6054f5a7b1,237,237,0,7,247,2,False
606,202,202,dolma3,user,85a39b6effa9e84e34f9e32699ba16b7b5ef4a63c66da2f274e39c89b5af35a0,1024,1024,0,46,1072,43,True
607,202,202,dolma3,assistant,85a39b6effa9e84e34f9e32699ba16b7b5ef4a63c66da2f274e39c89b5af35a0,1024,1024,0,51,1077,43,True
608,202,202,dolma3,tool,85a39b6effa9e84e34f9e32699ba16b7b5ef4a63c66da2f274e39c89b5af35a0,1024,1024,0,48,1076,43,True
609,203,203,dolma3,user,e38b62ddefa2674cefd41f23a2698fd4fa2cab32598a26f3b56c5bd300272984,1024,1024,0,54,1080,51,True
610,203,203,dolma3,assistant,e38b62ddefa2674cefd41f23a2698fd4fa2cab32598a26f3b56c5bd300272984,1024,1024,0,59,1085,51,True
611,203,203,dolma3,tool,e38b62ddefa2674cefd41f23a2698fd4fa2cab32598a26f3b56c5bd300272984,1024,1024,0,56,1084,51,True
612,204,204,dolma3,user,be2a72b30489c82cd433992d210cb590a2d3d2292c353e6d01cd9bfcc270d26f,496,496,0,175,673,172,False
613,204,204,dolma3,assistant,be2a72b30489c82cd433992d210cb590a2d3d2292c353e6d01cd9bfcc270d26f,496,496,0,180,678,172,False
614,204,204,dolma3,tool,be2a72b30489c82cd433992d210cb590a2d3d2292c353e6d01cd9bfcc270d26f,496,496,0,177,676,172,False
615,205,205,dolma3,user,3a08c1e542a4545ccf8ab789e4764e4b4daf9b15646025d4a4ff9495bd47fbe7,110,110,0,3,115,0,True
616,205,205,dolma3,assistant,3a08c1e542a4545ccf8ab789e4764e4b4daf9b15646025d4a4ff9495bd47fbe7,110,110,0,7,119,0,True
617,205,205,dolma3,tool,3a08c1e542a4545ccf8ab789e4764e4b4daf9b15646025d4a4ff9495bd47fbe7,110,110,0,5,119,0,True
618,206,206,dolma3,user,46fbbe9e49379d064aaa66074c31501ba0975d66bdd108a7576baa3060714b95,1024,1024,0,6,1032,3,True
619,206,206,dolma3,assistant,46fbbe9e49379d064aaa66074c31501ba0975d66bdd108a7576baa3060714b95,1024,1024,0,11,1037,3,True
620,206,206,dolma3,tool,46fbbe9e49379d064aaa66074c31501ba0975d66bdd108a7576baa3060714b95,1024,1024,0,8,1036,3,True
621,207,207,dolma3,user,3172fe5166e3482c01f4a0313a8f1e80eade59b80fbcbb022a48d2b4922ded96,531,531,0,22,555,19,False
622,207,207,dolma3,assistant,3172fe5166e3482c01f4a0313a8f1e80eade59b80fbcbb022a48d2b4922ded96,531,531,0,27,560,19,False
623,207,207,dolma3,tool,3172fe5166e3482c01f4a0313a8f1e80eade59b80fbcbb022a48d2b4922ded96,531,531,0,24,558,19,False
624,208,208,dolma3,user,b0ac542f5767f0088863b428ede5ea74eddacdbc8c4d2f52e079e3f43137a058,1024,1024,0,3,1029,0,True
625,208,208,dolma3,assistant,b0ac542f5767f0088863b428ede5ea74eddacdbc8c4d2f52e079e3f43137a058,1024,1024,0,7,1033,0,True
626,208,208,dolma3,tool,b0ac542f5767f0088863b428ede5ea74eddacdbc8c4d2f52e079e3f43137a058,1024,1024,0,5,1033,0,True
627,209,209,dolma3,user,a86d550e8ee98bfaa4c5712217f1658c8540b41d393b4cc23a1d1f16aa004eb6,378,378,0,5,385,2,False
628,209,209,dolma3,assistant,a86d550e8ee98bfaa4c5712217f1658c8540b41d393b4cc23a1d1f16aa004eb6,378,378,0,10,390,2,False
629,209,209,dolma3,tool,a86d550e8ee98bfaa4c5712217f1658c8540b41d393b4cc23a1d1f16aa004eb6,378,378,0,7,388,2,False
630,210,210,dolma3,user,698740b9916581a134555c13314b1f01eadebd16732e71016495e680492ab159,193,193,0,56,251,53,False
631,210,210,dolma3,assistant,698740b9916581a134555c13314b1f01eadebd16732e71016495e680492ab159,193,193,0,61,256,53,False
632,210,210,dolma3,tool,698740b9916581a134555c13314b1f01eadebd16732e71016495e680492ab159,193,193,0,58,254,53,False
633,211,211,dolma3,user,db0284245781aace5bfcbd4b591b47f9ea4e925a2bace6a37a22406fb28c9144,1024,1024,0,101,1127,98,True
634,211,211,dolma3,assistant,db0284245781aace5bfcbd4b591b47f9ea4e925a2bace6a37a22406fb28c9144,1024,1024,0,105,1131,98,True
635,211,211,dolma3,tool,db0284245781aace5bfcbd4b591b47f9ea4e925a2bace6a37a22406fb28c9144,1024,1024,0,103,1131,98,True
636,212,212,dolma3,user,abc05d3c8d5d801a93bd258b0ac5581508760dc0e49b1626cffc224ed38ff1a6,604,604,0,3,609,0,True
637,212,212,dolma3,assistant,abc05d3c8d5d801a93bd258b0ac5581508760dc0e49b1626cffc224ed38ff1a6,604,604,0,7,613,0,True
638,212,212,dolma3,tool,abc05d3c8d5d801a93bd258b0ac5581508760dc0e49b1626cffc224ed38ff1a6,604,604,0,5,613,0,True
639,213,213,dolma3,user,58d29accfc81aa2271dc8fb81b57f42db15c96679f203270a5a822014aab0310,203,203,0,12,217,9,False
640,213,213,dolma3,assistant,58d29accfc81aa2271dc8fb81b57f42db15c96679f203270a5a822014aab0310,203,203,0,17,222,9,False
641,213,213,dolma3,tool,58d29accfc81aa2271dc8fb81b57f42db15c96679f203270a5a822014aab0310,203,203,0,14,220,9,False
642,214,214,dolma3,user,10f589461f665c0f039139f6b77ff48f8f430f9b6bcd38b2313dfd157b976fa4,997,997,0,42,1041,39,True
643,214,214,dolma3,assistant,10f589461f665c0f039139f6b77ff48f8f430f9b6bcd38b2313dfd157b976fa4,997,997,0,46,1045,39,True
644,214,214,dolma3,tool,10f589461f665c0f039139f6b77ff48f8f430f9b6bcd38b2313dfd157b976fa4,997,997,0,44,1045,39,True
645,215,215,dolma3,user,c4405f5635f239880724648d737151cbbe9da291561502fd1974f6439a3a9905,1024,1024,0,81,1107,78,False
646,215,215,dolma3,assistant,c4405f5635f239880724648d737151cbbe9da291561502fd1974f6439a3a9905,1024,1024,0,86,1112,78,False
647,215,215,dolma3,tool,c4405f5635f239880724648d737151cbbe9da291561502fd1974f6439a3a9905,1024,1024,0,83,1110,78,False
648,216,216,dolma3,user,0a59f76b3ef70cdc69f62d56c86d0b4b37acd10c3e623836cc2944b43f126f5f,1024,1024,0,13,1039,10,True
649,216,216,dolma3,assistant,0a59f76b3ef70cdc69f62d56c86d0b4b37acd10c3e623836cc2944b43f126f5f,1024,1024,0,18,1044,10,True
650,216,216,dolma3,tool,0a59f76b3ef70cdc69f62d56c86d0b4b37acd10c3e623836cc2944b43f126f5f,1024,1024,0,15,1043,10,True
651,217,217,dolma3,user,585411564fa5b13a7ed1fc24b873d8cbeea96296eda5cefbd168174d5e366de4,251,251,0,31,284,28,True
652,217,217,dolma3,assistant,585411564fa5b13a7ed1fc24b873d8cbeea96296eda5cefbd168174d5e366de4,251,251,0,36,289,28,True
653,217,217,dolma3,tool,585411564fa5b13a7ed1fc24b873d8cbeea96296eda5cefbd168174d5e366de4,251,251,0,33,288,28,True
654,218,218,dolma3,user,0a417710ca97f89c48e29b7ffb197f8a4ed6eccaaaa6b4e4a59aee69e35fb1e2,1024,1024,0,23,1049,20,True
655,218,218,dolma3,assistant,0a417710ca97f89c48e29b7ffb197f8a4ed6eccaaaa6b4e4a59aee69e35fb1e2,1024,1024,0,28,1054,20,True
656,218,218,dolma3,tool,0a417710ca97f89c48e29b7ffb197f8a4ed6eccaaaa6b4e4a59aee69e35fb1e2,1024,1024,0,25,1053,20,True
657,219,219,dolma3,user,0164708029098daf8bd1416733d5bdfbf34180e872637a3adc196b0519597efa,128,128,0,18,148,15,True
658,219,219,dolma3,assistant,0164708029098daf8bd1416733d5bdfbf34180e872637a3adc196b0519597efa,128,128,0,23,153,15,True
659,219,219,dolma3,tool,0164708029098daf8bd1416733d5bdfbf34180e872637a3adc196b0519597efa,128,128,0,20,152,15,True
660,220,220,dolma3,user,c758249d2c293011e0a0d9a97e1118276e457b1ec5b6099cd2695612ab887196,1024,1024,0,11,1037,8,True
661,220,220,dolma3,assistant,c758249d2c293011e0a0d9a97e1118276e457b1ec5b6099cd2695612ab887196,1024,1024,0,15,1041,8,True
662,220,220,dolma3,tool,c758249d2c293011e0a0d9a97e1118276e457b1ec5b6099cd2695612ab887196,1024,1024,0,13,1041,8,True
663,221,221,dolma3,user,3515399feaf232743f2d3c0c4f155546446282d79369dfba4d5f4ceb943222d5,1024,1024,0,6,1032,3,False
664,221,221,dolma3,assistant,3515399feaf232743f2d3c0c4f155546446282d79369dfba4d5f4ceb943222d5,1024,1024,0,11,1037,3,False
665,221,221,dolma3,tool,3515399feaf232743f2d3c0c4f155546446282d79369dfba4d5f4ceb943222d5,1024,1024,0,8,1035,3,False
666,222,222,dolma3,user,62edad41d0d4f4318fb3f55cdf289bd835d7b84611ada05039935bcd416b4419,1024,1024,0,69,1095,67,False
667,222,222,dolma3,assistant,62edad41d0d4f4318fb3f55cdf289bd835d7b84611ada05039935bcd416b4419,1024,1024,0,74,1100,67,False
668,222,222,dolma3,tool,62edad41d0d4f4318fb3f55cdf289bd835d7b84611ada05039935bcd416b4419,1024,1024,0,71,1099,67,False
669,223,223,dolma3,user,3594f73a0b21a2dd3e08159e534960b242b6dbe1369d23416ceefee494b66875,743,743,0,85,830,83,False
670,223,223,dolma3,assistant,3594f73a0b21a2dd3e08159e534960b242b6dbe1369d23416ceefee494b66875,743,743,0,90,835,83,False
671,223,223,dolma3,tool,3594f73a0b21a2dd3e08159e534960b242b6dbe1369d23416ceefee494b66875,743,743,0,87,834,83,False
672,224,224,dolma3,user,d07c0f16f49026a85df8866334d4f92aa43b204bb1c0afceb8b2a275a571eaf8,1024,1024,0,25,1051,22,True
673,224,224,dolma3,assistant,d07c0f16f49026a85df8866334d4f92aa43b204bb1c0afceb8b2a275a571eaf8,1024,1024,0,30,1056,22,True
674,224,224,dolma3,tool,d07c0f16f49026a85df8866334d4f92aa43b204bb1c0afceb8b2a275a571eaf8,1024,1024,0,27,1055,22,True
675,225,225,dolma3,user,7f2e84b9f52047a257c47b4698e1339a1c849ed84caebc1abede447bdc8dce3b,270,270,0,17,289,14,True
676,225,225,dolma3,assistant,7f2e84b9f52047a257c47b4698e1339a1c849ed84caebc1abede447bdc8dce3b,270,270,0,22,294,14,True
677,225,225,dolma3,tool,7f2e84b9f52047a257c47b4698e1339a1c849ed84caebc1abede447bdc8dce3b,270,270,0,19,293,14,True
678,226,226,dolma3,user,21d0b19c5dc733da870a7be93ff74199c60a6b77e17ebedd02c37bdde0d24042,670,670,0,3,675,0,True
679,226,226,dolma3,assistant,21d0b19c5dc733da870a7be93ff74199c60a6b77e17ebedd02c37bdde0d24042,670,670,0,7,679,0,True
680,226,226,dolma3,tool,21d0b19c5dc733da870a7be93ff74199c60a6b77e17ebedd02c37bdde0d24042,670,670,0,5,679,0,True
681,227,227,dolma3,user,36e45a614eeefbe84daf74535aa3481603119de50dfc9cd22640957003c630a1,185,185,0,12,199,9,False
682,227,227,dolma3,assistant,36e45a614eeefbe84daf74535aa3481603119de50dfc9cd22640957003c630a1,185,185,0,17,204,9,False
683,227,227,dolma3,tool,36e45a614eeefbe84daf74535aa3481603119de50dfc9cd22640957003c630a1,185,185,0,14,202,9,False
684,228,228,dolma3,user,72590fc93d2cb2f598de9d83260df5d8f6ca54e218fc928f53a898e09306d5a0,255,255,0,34,291,31,False
685,228,228,dolma3,assistant,72590fc93d2cb2f598de9d83260df5d8f6ca54e218fc928f53a898e09306d5a0,255,255,0,39,296,31,False
686,228,228,dolma3,tool,72590fc93d2cb2f598de9d83260df5d8f6ca54e218fc928f53a898e09306d5a0,255,255,0,36,294,31,False
687,229,229,dolma3,user,67caf46dbb672f00c8dfaaec4cf6c8bfead214000872ff94a4b07bf156f930df,899,899,0,3,904,0,True
688,229,229,dolma3,assistant,67caf46dbb672f00c8dfaaec4cf6c8bfead214000872ff94a4b07bf156f930df,899,899,0,7,908,0,True
689,229,229,dolma3,tool,67caf46dbb672f00c8dfaaec4cf6c8bfead214000872ff94a4b07bf156f930df,899,899,0,5,908,0,True
690,230,230,dolma3,user,6f52d96050eb2bd34600fbdbc0df943b61bb9134d652e64c8e37a9def8321408,1024,1024,0,16,1042,13,True
691,230,230,dolma3,assistant,6f52d96050eb2bd34600fbdbc0df943b61bb9134d652e64c8e37a9def8321408,1024,1024,0,21,1047,13,True
692,230,230,dolma3,tool,6f52d96050eb2bd34600fbdbc0df943b61bb9134d652e64c8e37a9def8321408,1024,1024,0,18,1046,13,True
693,231,231,dolma3,user,5effdad9f632a72de139e78c28db6da2fc926f24af9039254f74cce85bbfe888,548,548,0,2,552,0,False
694,231,231,dolma3,assistant,5effdad9f632a72de139e78c28db6da2fc926f24af9039254f74cce85bbfe888,548,548,0,6,556,0,False
695,231,231,dolma3,tool,5effdad9f632a72de139e78c28db6da2fc926f24af9039254f74cce85bbfe888,548,548,0,4,555,0,False
696,232,232,dolma3,user,4433e6964b3e8e948dc86907bb814e6c6491fec95e805405d65b5eb427764946,1024,1024,0,9,1035,6,True
697,232,232,dolma3,assistant,4433e6964b3e8e948dc86907bb814e6c6491fec95e805405d65b5eb427764946,1024,1024,0,14,1040,6,True
698,232,232,dolma3,tool,4433e6964b3e8e948dc86907bb814e6c6491fec95e805405d65b5eb427764946,1024,1024,0,11,1039,6,True
699,233,233,dolma3,user,d3f5b49d990340f81c8cfacb2074ed46f0d43485bc298d2c994452b1a87874c0,426,426,0,10,438,7,True
700,233,233,dolma3,assistant,d3f5b49d990340f81c8cfacb2074ed46f0d43485bc298d2c994452b1a87874c0,426,426,0,15,443,7,True
701,233,233,dolma3,tool,d3f5b49d990340f81c8cfacb2074ed46f0d43485bc298d2c994452b1a87874c0,426,426,0,12,442,7,True
702,234,234,dolma3,user,4c5eb64279fde2003a427dabc29781853aefde1fba5175457f1a0e2657ba4c75,436,436,0,3,441,0,False
703,234,234,dolma3,assistant,4c5eb64279fde2003a427dabc29781853aefde1fba5175457f1a0e2657ba4c75,436,436,0,7,445,0,False
704,234,234,dolma3,tool,4c5eb64279fde2003a427dabc29781853aefde1fba5175457f1a0e2657ba4c75,436,436,0,5,444,0,False
705,235,235,dolma3,user,b1d8dda048ea8184d2a851fc14ed74d4a1d271a7a82a0b7414c4312a36727413,1024,1024,0,3,1029,0,True
706,235,235,dolma3,assistant,b1d8dda048ea8184d2a851fc14ed74d4a1d271a7a82a0b7414c4312a36727413,1024,1024,0,7,1033,0,True
707,235,235,dolma3,tool,b1d8dda048ea8184d2a851fc14ed74d4a1d271a7a82a0b7414c4312a36727413,1024,1024,0,5,1033,0,True
708,236,236,dolma3,user,60a12b7af099703e8d03d79a6bbc0049506ebc4a0a7ef0ce1ccb8fa7de8018fd,1024,1024,0,5,1031,2,True
709,236,236,dolma3,assistant,60a12b7af099703e8d03d79a6bbc0049506ebc4a0a7ef0ce1ccb8fa7de8018fd,1024,1024,0,10,1036,2,True
710,236,236,dolma3,tool,60a12b7af099703e8d03d79a6bbc0049506ebc4a0a7ef0ce1ccb8fa7de8018fd,1024,1024,0,7,1035,2,True
711,237,237,dolma3,user,09297c6c95ec06b777fd3869e642d45682fc007804846be5796f9feea5277a93,315,315,0,73,390,71,False
712,237,237,dolma3,assistant,09297c6c95ec06b777fd3869e642d45682fc007804846be5796f9feea5277a93,315,315,0,78,395,71,False
713,237,237,dolma3,tool,09297c6c95ec06b777fd3869e642d45682fc007804846be5796f9feea5277a93,315,315,0,75,394,71,False
714,238,238,dolma3,user,e57034ff38070b78b1f9ef9e8057ed0fb30e73cbf6de7cb25ea1485f2ee52831,1024,1024,0,146,1172,143,True
715,238,238,dolma3,assistant,e57034ff38070b78b1f9ef9e8057ed0fb30e73cbf6de7cb25ea1485f2ee52831,1024,1024,0,151,1177,143,True
716,238,238,dolma3,tool,e57034ff38070b78b1f9ef9e8057ed0fb30e73cbf6de7cb25ea1485f2ee52831,1024,1024,0,148,1176,143,True
717,239,239,dolma3,user,b63025eec5ef6d9feba02a10e8447f2f69343e2c4bfaab3acf8b1fbbf42832bf,304,304,0,103,409,101,False
718,239,239,dolma3,assistant,b63025eec5ef6d9feba02a10e8447f2f69343e2c4bfaab3acf8b1fbbf42832bf,304,304,0,108,414,101,False
719,239,239,dolma3,tool,b63025eec5ef6d9feba02a10e8447f2f69343e2c4bfaab3acf8b1fbbf42832bf,304,304,0,105,412,101,False
720,240,240,dolma3,user,bea5345e21f7464d674d4c5fe93bd61b2279e4c0d99b395c20ac648a04d7a6fc,1024,1024,0,91,1117,88,True
721,240,240,dolma3,assistant,bea5345e21f7464d674d4c5fe93bd61b2279e4c0d99b395c20ac648a04d7a6fc,1024,1024,0,96,1122,88,True
722,240,240,dolma3,tool,bea5345e21f7464d674d4c5fe93bd61b2279e4c0d99b395c20ac648a04d7a6fc,1024,1024,0,93,1121,88,True
723,241,241,dolma3,user,389ba10b6a1411ebb95c554008872aa056613b61d0a189222e24fa7d54c7bbec,1024,1024,0,210,1236,207,True
724,241,241,dolma3,assistant,389ba10b6a1411ebb95c554008872aa056613b61d0a189222e24fa7d54c7bbec,1024,1024,0,215,1241,207,True
725,241,241,dolma3,tool,389ba10b6a1411ebb95c554008872aa056613b61d0a189222e24fa7d54c7bbec,1024,1024,0,212,1240,207,True
726,242,242,dolma3,user,4d918c45058281d370336cfddbf92a2d08d65530b0f93a50cc01e47ef95b1981,1024,1024,0,12,1038,9,False
727,242,242,dolma3,assistant,4d918c45058281d370336cfddbf92a2d08d65530b0f93a50cc01e47ef95b1981,1024,1024,0,17,1043,9,False
728,242,242,dolma3,tool,4d918c45058281d370336cfddbf92a2d08d65530b0f93a50cc01e47ef95b1981,1024,1024,0,14,1041,9,False
729,243,243,dolma3,user,c91cfec9aaa09b9eb0161a35e3bd96fbcd822281d27d3c448d4436ec66d08baa,248,248,0,2,252,0,False
730,243,243,dolma3,assistant,c91cfec9aaa09b9eb0161a35e3bd96fbcd822281d27d3c448d4436ec66d08baa,248,248,0,6,256,0,False
731,243,243,dolma3,tool,c91cfec9aaa09b9eb0161a35e3bd96fbcd822281d27d3c448d4436ec66d08baa,248,248,0,4,256,0,False
732,244,244,dolma3,user,a042b5a873e26c213cc2bafdf339e507c8d8c3ab8b1a3a64a57601b4251109cd,265,265,0,33,300,30,True
733,244,244,dolma3,assistant,a042b5a873e26c213cc2bafdf339e507c8d8c3ab8b1a3a64a57601b4251109cd,265,265,0,38,305,30,True
734,244,244,dolma3,tool,a042b5a873e26c213cc2bafdf339e507c8d8c3ab8b1a3a64a57601b4251109cd,265,265,0,35,304,30,True
735,245,245,dolma3,user,1c83da3f90657a2244ef7c3533077ad5f8df6b2f2030be74adf09bc7d0bfc400,226,226,0,6,234,3,True
736,245,245,dolma3,assistant,1c83da3f90657a2244ef7c3533077ad5f8df6b2f2030be74adf09bc7d0bfc400,226,226,0,11,239,3,True
737,245,245,dolma3,tool,1c83da3f90657a2244ef7c3533077ad5f8df6b2f2030be74adf09bc7d0bfc400,226,226,0,8,238,3,True
738,246,246,dolma3,user,c0987c62c6fbeaf6a7664215b37f5242f918cd5c5e42d565de04ea9fb00d1205,844,844,0,46,892,43,False
739,246,246,dolma3,assistant,c0987c62c6fbeaf6a7664215b37f5242f918cd5c5e42d565de04ea9fb00d1205,844,844,0,50,896,43,False
740,246,246,dolma3,tool,c0987c62c6fbeaf6a7664215b37f5242f918cd5c5e42d565de04ea9fb00d1205,844,844,0,48,895,43,False
741,247,247,dolma3,user,5aa12257471a9fa2bf87aed1e31d43a03f19985fae934d8999ea0b47ba571c8c,773,773,0,146,921,143,False
742,247,247,dolma3,assistant,5aa12257471a9fa2bf87aed1e31d43a03f19985fae934d8999ea0b47ba571c8c,773,773,0,151,926,143,False
743,247,247,dolma3,tool,5aa12257471a9fa2bf87aed1e31d43a03f19985fae934d8999ea0b47ba571c8c,773,773,0,148,924,143,False
744,248,248,dolma3,user,7d3c94f9d3f8e07f4173fe9eefa6bc44302d3531fde88c28fe352f27de52323b,167,167,0,8,177,5,True
745,248,248,dolma3,assistant,7d3c94f9d3f8e07f4173fe9eefa6bc44302d3531fde88c28fe352f27de52323b,167,167,0,13,182,5,True
746,248,248,dolma3,tool,7d3c94f9d3f8e07f4173fe9eefa6bc44302d3531fde88c28fe352f27de52323b,167,167,0,10,181,5,True
747,249,249,dolma3,user,73075db9d0d5a6b469e6e37a5d3ca1c5c822b5c70131efff2dfb4d5a58ab20a1,798,798,0,26,826,23,True
748,249,249,dolma3,assistant,73075db9d0d5a6b469e6e37a5d3ca1c5c822b5c70131efff2dfb4d5a58ab20a1,798,798,0,31,831,23,True
749,249,249,dolma3,tool,73075db9d0d5a6b469e6e37a5d3ca1c5c822b5c70131efff2dfb4d5a58ab20a1,798,798,0,28,830,23,True
